Check Item,GCMNA Code,Sorting Nature of Info Produced,Features,Selected Item,GCMNA Scope,GCMNA Point Person,Update Status,History,Places to reduce from 38 Meter,Builder  ID Number,Location,Category,Electrical,Unit Measurement (Feet),Preferred MFG.,Model,Hyperlink,Source,Weight Per Unit (LBS),Quantity,Weight Total (LBS),% of Parent Weight,LCG,TCG,VCG,Longitudinal Moment,Transverse Moment (Port is Neg.),Vertical Moment,Document Number,Start Date,3D Model In Library,End Date,Duration,Predecessors,Material / Color,Size
,,Drawings / Deliverables,As Built Drawings (If Required),,,,,,,,,,,,,,,,,,,,,,,,,,707-05,,,,,,,
,,Weight Estimate,Windscreen System Weight Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,707-06,,,,,,,
,708,Heading,Life Saving Systems,TRUE,,,,,,,,,,,,,,SubItems,,,1228.9,15.37%,79.03,1.41,17.42,97124,1727,21404,,,,,,,,
,708-00,Design Heading,Life Saving Systems Design Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3D models,Life Saving Systems 3D Modelling,,,,,,,,,,,,,,,,,,,,,,,,,,4383-708-01,,,,,,,
,,Drawings / Deliverables,Life Saving Systems A&D,,,,,,,,,,,,,,,,,,,,,,,,,,4383-708-02,,,,,,,
,,Drawings / Deliverables,Life Saving Systems Foundations and Fabrications,,,,,,,,,,,,,,,,,,,,,,,,,,4383-708-03,,,,,,,
,708-00,Spec Heading,Life Saving Systems Primary Features & Components,TRUE,,,,,,,,,,,,,,,,,1228.9,100.00%,79.03,1.41,17.42,97124,1727,21404,,,,,,,,
,,Specifications,Firefighting Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Specifications,Life Saving Appliances and Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Specifications,Life Saving Labeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Spec Item,"Life Raft, 16 Man A-Pack Low Profile",TRUE,,Chris,Updated,,,,Flybridge,Safety,N/A,Each,ZODIAC,16TOLPC - Container: LPC N136H,http://www.surviteczodiac.com/LRDocs/Datasheets/SZ2_16DL_contround.pdf,,292,1,292.0,23.76%,91.00,9.70,22.30,26572,2832,6512,,,,,,,,
,,Spec Heading,RESCUE BOAT GRAB BAG,TRUE,,Chris,Updated,WP 50M,Sideways,,Flybridge,Safety,N/A,Each,,,,,,,74.5,6.07%,90.50,-9.40,22.00,6746,-701,1640,,,,,,,,
TRUE,,Spec Item,STORM SEA ANCHOR,TRUE,,Chris,Updated,WP 50M,Sideways,217131,Flybridge,Safety,N/A,Each,PARA-TECH,PARA6,https://www.seaanchor.com/sea-anchor/,Manufacter,6,1,6.0,8.05%,90.50,-9.40,22.00,543,-56,132,,,,,,,,
TRUE,,Spec Item,ROPE FOR SEA ANCHOR,TRUE,,Chris,Updated,WP 50M,Sideways,9620,Flybridge,Safety,N/A,Each,NEW ENG ROPE,7014-16-00600,https://www.fisheriessupply.com/new-england-rope-black-3-strand-nylon-line-7014-16-00600,Manufacturer,0.065,33,2.1,2.88%,90.50,-9.40,22.00,194,-20,47,,,,,,,,
TRUE,,Spec Item,BUOYANT BAILER,TRUE,,Chris,Updated,WP 50M,Sideways,205834,Flybridge,Safety,N/A,Each,-,-,,Estimate,0.1,1,0.1,0.13%,90.50,-9.40,22.00,9,-1,2,,,,,,,,
TRUE,,Spec Item,WATER PROOF FLASHLIGHT,TRUE,,Chris,Updated,WP 50M,Sideways,205635,Flybridge,Safety,N/A,Each,PELICAN,2000-YELLOW,https://www.thepelicanstore.com/lighting/flashlights/pelican-2000-sabrelite,Manufacturer,2,1,2.0,2.68%,90.50,-9.40,22.00,181,-19,44,,,,,,,,
TRUE,,Spec Item,FLASHLIGHT BATTERIES (PLUS FULL SPARE SET = 6 C CELL TOTAL),TRUE,,Chris,Updated,WP 50M,Sideways,41008,Flybridge,Safety,N/A,Each,RAYOVAC,AL-C,https://m.grainger.com/product/RAYOVAC-Battery-3WA31?fc=PDAP,Manufacturer,0.95,1,1.0,1.27%,90.50,-9.40,22.00,86,-9,21,,,,,,,,
TRUE,,Spec Item,SPARE BULB OR LAMP FOR FLASHLIGHT,TRUE,,Chris,Updated,WP 50M,Sideways,217132,Flybridge,Safety,N/A,Each,PELICAN,2004,https://www.pelican-case.com/20suphiplass.html,Estimate,0.1,1,0.1,0.13%,90.50,-9.40,22.00,9,-1,2,,,,,,,,
TRUE,,Spec Item,ILLUMINATED COMPASS (CAN BE IN DASH OF TENDER),TRUE,,Chris,Updated,WP 50M,Sideways,208385,Flybridge,Safety,N/A,Each,PLASTIMO,IRIS 50,https://www.plastimo.com/en/compas-iris-1773.html,Manufacturer,0.25,1,0.3,0.34%,90.50,-9.40,22.00,23,-2,6,,,,,,,,
TRUE,,Spec Item,PORTABLE FIRE EXTINGUISHER,TRUE,,Chris,Updated,WP 50M,Sideways,208386,Flybridge,Safety,N/A,Each,KIDDE,466627,https://www.kidde.com/home-safety/en/us/products/fire-safety/fire-extinguishers/for-home/466627/,Manufacturer,3.9,1,3.9,5.23%,90.50,-9.40,22.00,353,-37,86,,,,,,,,
TRUE,,Spec Item,HORN OR WHISTLE (TENDER'S HORN IS SATISFACTORY),TRUE,,Chris,Updated,WP 50M,Sideways,208464,Flybridge,Safety,N/A,Each,ECOBLAST,R5S3LDB4,https://safetycentral.com/collections/personal-protection/products/falcon-safety-aqua-blast-personal-watercraft-horn,Manufacturer,0.1,1,0.1,0.13%,90.50,-9.40,22.00,9,-1,2,,,,,,,,
TRUE,,Spec Item,WATER PROOF FIRST AID KIT,TRUE,,Chris,Updated,WP 50M,Sideways,205732,Flybridge,Safety,N/A,Each,ORION,964,https://www.fisheriessupply.com/orion-safety-weekender-first-aid-kit-964,Manufacturer,0.7,1,0.7,0.94%,90.50,-9.40,22.00,63,-7,15,,,,,,,,
TRUE,,Spec Item,OFFSHORE SIGNAL FLARE KIT,TRUE,,Chris,Updated,WP 50M,Sideways,208477,Flybridge,Safety,N/A,Each,ORION,549,https://www.fisheriessupply.com/orion-safety-alert-locate-plus-signal-and-first-aid-kit-549,,,1,0.0,0.00%,90.50,-9.40,22.00,0,0,0,,,,,,,,
TRUE,,Spec Item,"INFLATABLE REPAIR KIT (PATCHES, GLUE & SCUFF PAD)",TRUE,,Chris,Updated,WP 50M,Sideways,208387,Flybridge,Safety,N/A,Each,EVERCOAT,618,https://www.fisheriessupply.com/evercoat-inflatable-boat-repair-kit-100618,Manufacturer,1,1,1.0,1.34%,90.50,-9.40,22.00,91,-9,22,,,,,,,,
TRUE,,Spec Item,BUOYANT KNIFE,TRUE,,Chris,Updated,WP 50M,Sideways,205838,Flybridge,Safety,N/A,Each,PLASTIMO,11053,https://www.fisheriessupply.com/plastimo-pmo-11053-11053,Manufacturer,0.1,1,0.1,0.13%,90.50,-9.40,22.00,9,-1,2,,,,,,,,
TRUE,,Spec Item,BUOYANT PADDLE OR OARS (W/BOAT HOOK),TRUE,,Chris,Updated,WP 50M,Sideways,217133,Flybridge,Safety,N/A,Each,DAVIS,4372,https://www.davisnet.com/product/telescoping-paddleboat-hook-combination-32-66-in-80-to-170-cm/,Manufacturer,1,2,2.0,2.68%,90.50,-9.40,22.00,181,-19,44,,,,,,,,
TRUE,,Spec Item,RESCUE QUOITS W/30M LINE,TRUE,,Chris,Updated,WP 50M,Sideways,205832,Flybridge,Safety,N/A,Each,-,-,https://www.viking-life.com/en/boat-accessories/boats-and-davits-/lifeboats-hooks-and-davits-/5152-1003809-resque-quoit-one-size,Estimate,1,2,2.0,2.68%,90.50,-9.40,22.00,181,-19,44,,,,,,,,
TRUE,,Spec Item,RESCUE BOAT RADAR REFLECTOR,TRUE,,Chris,Updated,WP 50M,Sideways,232604,Flybridge,Safety,N/A,Each,MOBRI,S-2,https://www.fisheriessupply.com/mobri-s-2-hoistable-emergency-coastal-radar-reflectors-s2,Manufacturer,0.8,1,0.8,1.07%,90.50,-9.40,22.00,72,-8,18,,,,,,,,
TRUE,,Spec Item,BUOYANT RESCUE BOAT TOW ROPE,TRUE,,Chris,Updated,WP 50M,Sideways,205726,Flybridge,Safety,N/A,Each,NEW ENG ROPE,2373-14-00600,https://www.fisheriessupply.com/new-england-rope-dinghy-tow-and-water-rescue-rope-2373-14-00600,Manufacturer,0.05,165,8.3,11.07%,90.50,-9.40,22.00,747,-78,182,,,,,,,,
TRUE,,Spec Item,RESCUE BOAT BOW PAINTER (ROPE),TRUE,,Chris,Updated,WP 50M,Sideways,9620,Flybridge,Safety,N/A,Each,NEW ENG ROPE,7014-16-00600,https://www.fisheriessupply.com/new-england-rope-black-3-strand-nylon-line,Manufacturer,0.065,100,6.5,8.72%,90.50,-9.40,22.00,588,-61,143,,,,,,,,
TRUE,,Spec Item,LARGE BAILER SPONGE,TRUE,,Chris,Updated,WP 50M,Sideways,205731,Flybridge,Safety,N/A,Each,ARN,95-411,https://www.fisheriessupply.com/sm-arnold-large-bailer-sponge-95-411,Estimate,0.05,2,0.1,0.13%,90.50,-9.40,22.00,9,-1,2,,,,,,,,
TRUE,,Spec Item,RECHARGEABLE SEARCH/SPOT LIGHT,TRUE,,Chris,Updated,WP 50M,Sideways,217135,Flybridge,Safety,N/A,Each,BRINKMAN,800-1620-0,http://www.outdoorlightingsource.com/marine-spotlight.aspx?mid=1626&ctl=Product&target=dEnEPRxkoHEQWPVo5rK1IA%253d%253d#,Manufacturer,5.25,1,5.3,7.04%,90.50,-9.40,22.00,475,-49,116,,,,,,,,
TRUE,,Spec Item,THERMAL PROTECTIVE SUIT,TRUE,,Chris,Updated,WP 50M,Sideways,205730,Flybridge,Safety,N/A,Each,STEARNS,ITP1,https://www.fisheriessupply.com/stearns-thermal-protective-aid-garment-for-sedentary-use-itp1,Manufacturer,15,2,30.0,40.24%,90.50,-9.40,22.00,2715,-282,660,,,,,,,,
TRUE,,Spec Item,RESCUE BOAT GEAR BAG,TRUE,,Chris,Updated,WP 50M,Sideways,217136,Flybridge,Safety,N/A,Each,ACR,2272,https://www.acrartex.com/products/catalog/survival-products-gmdss/rapidditch-bag/#sthash.QyINogaT.dpbs,Manufacturer,2.3,1,2.3,3.09%,90.50,-9.40,22.00,208,-22,51,,,,,,,,
,,Spec Item,"LADDER, DEBARKATION 12' (W/HOOKS IC# 216642)",TRUE,,Chris,Updated,WP 50M,Sideways,208888,Flybridge,Stairs & Ladders,N/A,Each,ERIK,40763367,,Guess,40,1,40.0,3.25%,90.50,-9.40,22.00,3620,-376,880,,,,,,,,
,,Spec Item,OIL SPILL RESPONSE KIT,TRUE,,Chris,Updated,,,,Equipment Room,Safety,N/A,Each,,,,Estimate,100,1,100.0,8.14%,100.00,-10.50,7.20,10000,-1050,720,,,,,,,,
,,Spec Heading,LIFE SAVING GEAR,TRUE,,Chris,Updated,,,,,Safety,,,,,,,,,136.5,11.11%,86.34,-1.38,19.55,11785,-189,2669,,,,,,,,
,,Spec Item,"SUIT, IMMERSION SOLAS-USCG ADULT",,,Chris,Updated,WP 50M,Down,222171,Aft Deck,Safety,N/A,Each,REVERE IMPERIAL,1409-J,https://shop.hamiltonmarine.com/products/survival-suit-imperial-44514.html,Manufacturer,14,16,,,83.50,0.00,21.00,,,,,,,,,,,
,,Spec Item,"SUIT, IMMERSION SOLAS-USCG INTERMEDIATE",,,Chris,Updated,WP 50M,Sideways,222172,Aft Deck,Safety,N/A,Each,REVERE IMPERIAL,1409-A,https://shop.hamiltonmarine.com/products/survival-suit-imperial-44514.html,Manufacturer,14,5,,,83.50,0.00,21.00,,,,,,,,,,,
,,Spec Item,"JACKET, LIFE INFLATABLE ADULT PFD",TRUE,,Chris,Updated,WP 50M,Down,234881,Aft Deck,Safety,N/A,Each,VIKING,PV9320,https://www.viking-life.com/en/lifejackets/immersion-suits-and-lifejackets/personal-protective-equipment/3372-pv9320-pv9320-constant-wear-solas-lifejacket-180-n-symmetrical-one-size,Manufacturer,5.1,20,102.0,74.73%,83.50,0.00,21.00,8517,0,2142,,,,,,,,
,,Spec Item,"JACKET,LIFE VIKING INFLAT CHILD PFD",TRUE,,Chris,Updated,WP 50M,Sideways,234882,Aft Deck,Safety,N/A,Each,VIKING,PV9313,https://www.viking-life.com/en/lifejackets/immersion-suits-and-lifejackets/personal-protective-equipment/3369-pv9313-pv9313-solas-lifejacket-junior-90-n-symmetrical-red-one-size,Manufacturer,2.75,6,16.5,12.09%,83.50,0.00,21.00,1378,0,347,,,,,,,,
,,Spec Item,"LADDER, TELESCOPING 250 LB",TRUE,,Chris,Updated,WP 50M,Down,207672,Aft Bilge,Stairs & Ladders,N/A,Each,TELESTEPS,1400T,https://www.amazon.com/Telesteps-1400E-Compliant-Telescoping-Extension/dp/B003YJLFCQ/ref=pd_lpo_vtph_lp_t_2?_encoding=UTF8&psc=1&refRID=09QA8RSZWM56J1RHH78T,Manufacturer,18,1,18.0,13.19%,105.00,-10.50,10.00,1890,-189,180,,,,,,,,
,,Spec Heading,Pilothouse Safety Equipment,TRUE,,Chris,Updated,,,,Pilothouse,Safety,,,,,,,,,145.8,11.87%,57.00,6.90,22.90,8311,1006,3339,,,,,,,,
,,Spec Item,"FLARE, PARACHUTE WESSEX SOLAS",TRUE,,Chris,Updated,,,208473,Pilothouse,Safety,N/A,Each,PAINS WESSEX,PWE 50570,https://www.fisheriessupply.com/pains-wessex-srv-50570-50570,Manufacturer,0.54,6,3.2,2.22%,57.00,6.90,22.90,185,22,74,,,,,,,,
,,Spec Item,"LIGHT, RESCUE WATER ACTIVATED",TRUE,,Chris,Updated,,,222173,Pilothouse,Safety,BATTERY,Each,ACR,SOLAS EF,https://www.westmarine.com/buy/acr-electronics--firefly-pro-waterbug-solas-personal-rescue-strobe-automatic-activation--15083587?recordNum=3,Amazon,2,24,48.0,32.92%,57.00,6.90,22.90,2736,331,1099,,,,,,,,
,,Spec Item,"KIT, MEDICAL MCA CLASS A MSN 1768",TRUE,,Chris,Updated,,,208431,Pilothouse,Safety,N/A,Each,MEDAIRE KIT,MCA 30 PERSON,,Estimate,15,1,15.0,10.29%,57.00,6.90,22.90,855,104,344,,,,,,,,
,,Spec Item,"ROPE, RESCUE MATE 100' IN THROW BAG",TRUE,,Chris,Updated,,,206362,Pilothouse,Safety,N/A,Each,RESCUE MATE,STI I022,https://www.fisheriessupply.com/stearns-rescue-mate-rescue-bag,Estimate,7,2,14.0,9.60%,57.00,6.90,22.90,798,97,321,,,,,,,,
,,Spec Item,"DAYLIGHT SIGNAL LANTERN (W/BULB, CASE, BATTERY & CHARGER)",TRUE,,Chris,Updated,,,205813,Pilothouse,Safety,24vdc,Each,FRANCIS,FSP127,https://www.safety-marine.co.uk/searchlights-and-torches/p5731s33/aldis-fsp127-mkv-signalling-lamp-only-solas-approved.htm,Manufacturer,4.8,1,4.8,3.29%,57.00,6.90,22.90,274,33,110,,,,,,,,
,,Spec Item,"COMPASS, IRIS 100",TRUE,,Chris,Updated,,,205835,Pilothouse,Safety,N/A,Each,PLASTIMO,IRIS 100,https://www.westmarine.com/buy/plastimo--iris-100-universal-compass--254666,Manufacter,1.6,1,1.6,1.10%,57.00,6.90,22.90,91,11,37,,,,,,,,
,,Spec Item,"LINE THROWER, COMET SINGLE SHOT",TRUE,,Chris,Updated,,,237347,Pilothouse,Safety,N/A,Each,PAINS WESSEX,Linethrower 250,https://www.painswessex.com/products/solas/linethrower-250,Manufacter,9.7,2,19.4,13.30%,57.00,6.90,22.90,1106,134,444,,,,,,,,
,,Spec Item,"CORD, POLYPROPYLENE 3/16"" (FOR SECURING P.H. SAFETY GEAR)",TRUE,,Chris,Updated,,,208358,Pilothouse,Safety,N/A,Lin. Ft.,McMaster-Carr Supply Co.,8858T26,https://www.mcmaster.com/#8858t21/=1dab1iv,Amazon,0.011,100,1.1,0.75%,57.00,6.90,22.90,63,8,25,,,,,,,,
,,Spec Item,"HOOD, SCREW-IN .106 WIRE DIA 304SS (FOR SECURING P.H. GEAR)",TRUE,,Chris,Updated,,,208359,Pilothouse,Safety,N/A,Each,McMaster-Carr Supply Co.,29905T39,https://www.mcmaster.com/#29905t39/=1daayet,Estimate,0.1,4,0.4,0.27%,57.00,6.90,22.90,23,3,9,,,,,,,SS 304,
,,Spec Item,"SLEEVE, OVAL 3/16"" X 1"" 304SS (FOR SECURING P.H. GEAR)",TRUE,,Chris,Updated,,,208360,Pilothouse,Safety,N/A,Each,McMaster-Carr Supply Co.,3755T17,https://www.mcmaster.com/#3755t17/=1daayve,Estimate,0.1,8,0.8,0.55%,57.00,6.90,22.90,46,6,18,,,,,,,SS 304,
,,Spec Item,"HORN, AIR RECHARGEABLE W/HAND PUMP",TRUE,,Chris,Updated,,,208464,Pilothouse,Safety,,Each,ECOBLAST,R5S3LDB4,,Amazon,0.3,1,0.3,0.21%,57.00,6.90,22.90,17,2,7,,,,,,,,
,,Spec Item,"MARKER, DOUBLE DIAMOND DAY",TRUE,,Chris,Updated,,,214143,Pilothouse,Safety,,Each,JIM BUOY,CAL JUNE 1902,https://www.fisheriessupply.com/jim-buoy-day-shape-diamond-1902,Manufacturer,1.5,1,1.5,1.03%,57.00,6.90,22.90,86,10,34,,,,,,,,
,,Spec Item,"SIGNAL, DAY MARK BALL SHAPE 24"" D",TRUE,,Chris,Updated,,,208476,Pilothouse,Safety,,Each,JIM BUOY,CAL JUNE 1900,https://www.fisheriessupply.com/jim-buoy-day-shape-ball-marker-signal-1900,Manufacturer,1.5,3,4.5,3.09%,57.00,6.90,22.90,257,31,103,,,,,,,,
,,Spec Item,"CARD, NO. 2 SOLAS",TRUE,,Chris,Updated,,,205836,Pilothouse,Safety,,Each,-,-,,Estimate,0.1,2,0.2,0.14%,57.00,6.90,22.90,11,1,5,,,,,,,,
,,Spec Item,"SIGNAL, SMOKE/LT MAN-OVER-BOARD360",TRUE,,Chris,Updated,,,206146,Pilothouse,Safety,,Each,PAINS WESSEX,MOB 360 53771-PP,https://www.solutiononemaritime.com/man-overboard/225-manoverboard-360-free-shipping.html,Manufacturer,7.66,2,15.3,10.51%,57.00,6.90,22.90,873,106,351,,,,,,,,
,,Spec Item,"TUBE, 1-7/8"" X 69"" I DRAWN (DAY MARK SIGNAL POLE SYSTEM)",TRUE,,Chris,Updated,,,208368,Pilothouse,Safety,,Each,FORESPAR,406202,https://www.forespar.com/product385.html,Estimate,4,1,4.0,2.74%,57.00,6.90,22.90,228,28,92,,,,,,,,
,,Spec Item,"TUBE, INNER W/LOCK 1-3/4"" (DAY MARK SIGNAL POLE SYSTEM)",TRUE,,Chris,Updated,,,208369,Pilothouse,Safety,,Each,FORESPAR,406211,https://www.forespar.com/product387.html,Estimate,3,1,3.0,2.06%,57.00,6.90,22.90,171,21,69,,,,,,,,
,,Spec Item,"FITTING, POLE LATCH (DAY MARK SIGNAL POLE SYSTEM)",TRUE,,Chris,Updated,,,208370,Pilothouse,Safety,,Each,FORESPAR,304018,https://www.forespar.com/product248.html,Estimate,2,1,2.0,1.37%,57.00,6.90,22.90,114,14,46,,,,,,,,
,,Spec Item,"EPIRB, SMARTFIND PLUS GPS AUTO 406 MHZ",TRUE,,Chris,Updated,,,26529,Pilothouse,Safety,,Each,McMURDO,10-82-800-002A,https://www.westmarine.com/buy/mcmurdo--smartfind-plus-g5-gps-category-i-epirb--9941519,Manufacturer,1.5,1,1.5,1.03%,57.00,6.90,22.90,86,10,34,,,,,,,,
,,Spec Item,9 GHZ RADAR S4 SART,TRUE,,Chris,Updated,,,22409,Pilothouse,Safety,,Each,McMURDO,86-300-01,https://www.defender.com/product.jsp?id=586007,Manufacturer,1.75,1,1.8,1.20%,57.00,6.90,22.90,100,12,40,,,,,,,,
,,Spec Item,GMDSS VHF RADIO HAND-HELD W/SEALED SPARE BATTERY,TRUE,,Chris,Updated,,,213057,Pilothouse,Safety,,Each,ICOM,IC-GM1600,https://www.westmarine.com/buy/icom--gm1600-survival-craft-handheld-vhf-radio--10617447,Manufacturer,0.9,2,1.8,1.23%,57.00,6.90,22.90,103,12,41,,,,,,,,
,,Spec Item,MOISTURE PROOF PRINT TUBE (FOR SAFETY PLAN),TRUE,,Chris,Updated,,,208481,Pilothouse,Safety,,Each,ALVIN,ART37,,Amazon,1.6,1,1.6,1.10%,57.00,6.90,22.90,91,11,37,,,,,,,,
,,Spec Heading,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),TRUE,,Chris,Updated,,,,,,,,,,,,,,440.1,35.81%,68.38,0.46,12.83,30089,204,5644,,,,,,,,
,,Spec Item,"SUIT, FIRE PKG W/ CASE WFS BLK LRG",,,Chris,Updated,,,213815,Crew's Mess,Safety,N/A,Each,WESTERN FIRE KIT,MULTIPLE,https://www.westernfireandsafety.com/product/frmn450-35m-pant-firemans-pants-chieftain/,Manufacturer,26,2,,,38.00,-5.90,7.10,,,,,,,,,,,
,,Spec Item,"SCBA, INTERSPIRO SPIROMATIC W/ CASE",,,Chris,Updated,,,213816,Crew's Mess,Safety,N/A,Each,INTERSPIRO,SPIROMATIC 30,https://www.westernfireandsafety.com/product/s3-lp-pivot-waist-wpass-ii/,Manufacturer,16.4,2,,,35.00,-2.50,7.10,,,,,,,,,,,
,,Spec Item,"ADAPTER, SCUBA FILL SYA 3030",,,Chris,Updated,,,210812,Control Room,Safety,N/A,Each,BROWNIE DIVE EQUIP,SYA-3030 CGA346,,Estimate,3,1,,,98.50,9.50,7.50,,,,,,,,,,,
,,Spec Item,"BLANKET, FIRE",TRUE,,Chris,Updated,,,205631,Galley,Safety,N/A,Each,SELLSTROM,17932,https://www.grainger.com/product/SELLSTROM-Fire-Blanket-and-Pouch-1N783,Manufacturer,4.15,1,4.2,0.94%,35.00,-2.50,7.50,145,-10,31,,,,,,,,
,,Spec Item,"HOOK, UTILITY SS 18-8 304 (HANGING FIRE BLANKET)",TRUE,,Chris,Updated,,,209827,Galley,Safety,N/A,Each,McMaster-Carr Supply Co.,11855A14,https://www.mcmaster.com/#11855a14/=1da8nuv,Estimate,0.5,1,0.5,0.11%,35.00,-2.50,7.50,18,-1,4,,,,,,,,
,,Spec Item,"EXTINGUISHER, FIRE 10# CHROME",TRUE,,Chris,Updated,,,208568,Engine  Room,Safety,N/A,Each,AMEREX,B441C,https://fireextinguisherdepot.com/fire-extinguishers/marine-fire-extinguishers/amerex-b441-abc-fire-extinguisher-10-lb-rechargeable-ul-rating-4a-80b-c.html,Manufacturer,18,2,36.0,8.18%,96.50,0.00,9.00,3474,0,324,,,,,,,,
,,Spec Item,"BRACKET, FIRE EXTINGUISHER 809 (FOR CHROME ABC)",TRUE,,Chris,Updated,,,208569,Engine  Room,Safety,N/A,Each,AMEREX,809,http://www.firesafetysupply.net/shop/amerex-809-5-cylinder-diameter-heavy-duty-fire-extinguisher-bracket/,Manufacturer,6.5,2,13.0,2.95%,96.50,0.00,9.00,1255,0,117,,,,,,,,
,,Spec Item,"EXTINGUISHER, FIRE ABC 5 LB",TRUE,,Chris,Updated,WP 50m,Down,205638,Guest Stateroom Port Aft,Safety,N/A,Each,KIDDE,PRO5TCM,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-5T899,Manufacturer,9,4,36.0,8.18%,63.90,0.00,7.80,2300,0,281,,,,,,,,
,,Spec Item,"BRACKET, FIRE EXTINGUISHER 4T308 (FOR 5# ABC)",TRUE,,Chris,Updated,WP 50m,Down,6993,"Guest Stateroom, Fwd Starboard",Safety,N/A,Each,KIDDE,466400,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-Wall-Hanger-4T308?internalSearchTerm=Fire+Extinguisher+Wall+Hanger%2C5+lb.&suggestConfigId=8&searchBar=true&suggestConfigId=8&searchBar=true,Manufacturer,0.6,4,2.4,0.55%,63.90,0.00,7.80,153,0,19,,,,,,,,
,,Spec Item,"EXTINGUISHER, FIRE ABC 5 LB",TRUE,,Chris,Updated,WP 50m,Down,205638,Captain's Stateroom,Safety,N/A,Each,KIDDE,PRO5TCM,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-5T899,Manufacturer,9,1,9.0,2.05%,39.80,8.00,7.80,358,72,70,,,,,,,,
,,Spec Item,"BRACKET, FIRE EXTINGUISHER 4T308 (FOR 5# ABC)",TRUE,,Chris,Updated,WP 50m,Down,6993,Captain's Stateroom,Safety,N/A,Each,KIDDE,466400,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-Wall-Hanger-4T308?internalSearchTerm=Fire+Extinguisher+Wall+Hanger%2C5+lb.&suggestConfigId=8&searchBar=true&suggestConfigId=8&searchBar=true,Manufacturer,0.6,1,0.6,0.14%,39.80,8.00,7.80,24,5,5,,,,,,,,
,,Spec Item,"EXTINGUISHER, FIRE ABC 5 LB",TRUE,,Chris,Updated,WP 50m,Down,205638,"Crew SR & Head, Stbd Forward",Safety,N/A,Each,KIDDE,PRO5TCM,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-5T899,Manufacturer,9,2,18.0,4.09%,25.30,0.00,7.80,455,0,140,,,,,,,,
,,Spec Item,"BRACKET, FIRE EXTINGUISHER 4T308 (FOR 5# ABC)",TRUE,,Chris,Updated,WP 50m,Down,6993,"Crew SR & Head, Port Forward",Safety,N/A,Each,KIDDE,466400,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-Wall-Hanger-4T308?internalSearchTerm=Fire+Extinguisher+Wall+Hanger%2C5+lb.&suggestConfigId=8&searchBar=true&suggestConfigId=8&searchBar=true,Manufacturer,0.6,2,1.2,0.27%,25.30,0.00,7.80,30,0,9,,,,,,,,
,,Spec Item,"EXTINGUISHER, FIRE 10 LB ABC #4T889",TRUE,,Chris,Updated,WP 50m,Down,5475,"Guest Foyer, Lower Deck",Safety,N/A,Each,KIDDE,PRO10TCM,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-4T889,Manufacturer,17,1,17.0,3.86%,62.00,1.50,8.80,1054,26,150,,,,,,,,
,,Spec Item,"BRACKET, FIRE EXTINGUISHER 10 LB ABC 5T909 (FOR 10# ABC)",TRUE,,Chris,Updated,WP 50m,Down,22894,"Guest Foyer, Lower Deck",Safety,N/A,Each,KIDDE,366242,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-Bracket-5T909?internalSearchTerm=Fire+Extinguisher+Bracket%2C10+lb.&suggestConfigId=8&searchBar=true&suggestConfigId=8&searchBar=true,Manufacturer,5.8,1,5.8,1.32%,62.00,1.50,8.80,360,9,51,,,,,,,,
,,Spec Item,"EXTINGUISHER, FIRE 10 LB ABC #4T889",TRUE,,Chris,Updated,WP 50m,Down,5475,Crew Mess,Safety,N/A,Each,KIDDE,PRO10TCM,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-4T889,Manufacturer,17,1,17.0,3.86%,43.90,-3.20,8.80,746,-54,150,,,,,,,,
,,Spec Item,"BRACKET, FIRE EXTINGUISHER 10 LB ABC 5T909 (FOR 10# ABC)",TRUE,,Chris,Updated,WP 50m,Down,22894,Crew Mess,Safety,N/A,Each,KIDDE,366242,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-Bracket-5T909?internalSearchTerm=Fire+Extinguisher+Bracket%2C10+lb.&suggestConfigId=8&searchBar=true&suggestConfigId=8&searchBar=true,Manufacturer,5.8,1,5.8,1.32%,43.90,-3.20,8.80,255,-19,51,,,,,,,,
,,Spec Item,"EXTINGUISHER, FIRE 10 LB ABC #4T889",TRUE,,Chris,Updated,WP 50m,Down,5475,Control Room,Safety,N/A,Each,KIDDE,PRO10TCM,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-4T889,Manufacturer,17,1,17.0,3.86%,98.00,6.90,8.80,1666,117,150,,,,,,,,
